"Id","HomeTeam","AwayTeam","LineProvider","Spread","FormattedSpread"
"401282614","Florida State","Notre Dame","William Hill (New Jersey)","7","Notre Dame -7"
"401282614","Florida State","Notre Dame","Bovada","7.5","Notre Dame -7.5"
"401282055","Ole Miss","Louisville","teamrankings","-9","Ole Miss -9"
"401282055","Ole Miss","Louisville","numberfire","-8.5","Ole Miss -8.5"
"401282055","Ole Miss","Louisville","William Hill (New Jersey)","-9","Ole Miss -9"
"401282055","Ole Miss","Louisville","consensus","-9","Ole Miss -9"
"401282055","Ole Miss","Louisville","Bovada","-9","Ole Miss -9"
"401310698","Hawai'i","Portland State","Bovada","-26.0","Hawai'i -26.0"
"401301022","Memphis","Navy","teamrankings","-11","Memphis -11"
"401301022","Memphis","Navy","consensus","-11","Memphis -11"
"401301022","Memphis","Navy","William Hill (New Jersey)","-11","Memphis -11"
"401301022","Memphis","Navy","Bovada","-10.5","Memphis -10.5"
"401309621","South Alabama","Georgia Southern","teamrankings","-2.5","South Alabama -2.5"
"401309621","South Alabama","Georgia Southern","consensus","-2.5","South Alabama -2.5"
"401309621","South Alabama","Georgia Southern","William Hill (New Jersey)","-2.5","South Alabama -2.5"
"401309621","South Alabama","Georgia Southern","Bovada","-2.5","South Alabama -2.5"
"401282657","Syracuse","Clemson","teamrankings","12.5","Clemson -12.5"
"401282657","Syracuse","Clemson","consensus","13.5","Clemson -13.5"
"401282657","Syracuse","Clemson","William Hill (New Jersey)","13.5","Clemson -13.5"
"401282657","Syracuse","Clemson","Bovada","13.5","Clemson -13.5"
"401301023","Cincinnati","UCF","teamrankings","-21.5","Cincinnati -21.5"
"401301023","Cincinnati","UCF","consensus","-21.5","Cincinnati -21.5"
"401301023","Cincinnati","UCF","William Hill (New Jersey)","-21.5","Cincinnati -21.5"
"401301023","Cincinnati","UCF","Bovada","-22.5","Cincinnati -22.5"
"401287923","Oklahoma","TCU","teamrankings","-12.5","Oklahoma -12.5"
"401287923","Oklahoma","TCU","consensus","-12.5","Oklahoma -12.5"
"401287923","Oklahoma","TCU","William Hill (New Jersey)","-12.5","Oklahoma -12.5"
"401287923","Oklahoma","TCU","Bovada","-13.5","Oklahoma -13.5"
"401287924","Texas","Oklahoma State","teamrankings","-3","Texas -3"
"401287924","Texas","Oklahoma State","consensus","-3.5","Texas -3.5"
"401287924","Texas","Oklahoma State","William Hill (New Jersey)","-3.5","Texas -3.5"
"401287924","Texas","Oklahoma State","Bovada","-3.0","Texas -3.0"
"401287920","Baylor","BYU","teamrankings","-5.5","Baylor -5.5"
"401287920","Baylor","BYU","consensus","-5.5","Baylor -5.5"
"401287920","Baylor","BYU","William Hill (New Jersey)","-5.5","Baylor -5.5"
"401287920","Baylor","BYU","Bovada","-5.0","Baylor -5.0"
"401286192","UConn","Yale","consensus","3.5","Yale -3.5"
"401286192","UConn","Yale","William Hill (New Jersey)","4","Yale -4"
"401286192","UConn","Yale","Bovada","3.5","Yale -3.5"
"401301024","South Florida","Tulsa","teamrankings","7.5","Tulsa -7.5"
"401301024","South Florida","Tulsa","consensus","7","Tulsa -7"
"401301024","South Florida","Tulsa","William Hill (New Jersey)","7","Tulsa -7"
"401301024","South Florida","Tulsa","Bovada","7.0","Tulsa -7.0"
"401309568","Eastern Michigan","Ball State","teamrankings","1.5","Ball State -1.5"
"401309568","Eastern Michigan","Ball State","consensus","1","Ball State -1"
"401309568","Eastern Michigan","Ball State","William Hill (New Jersey)","1","Ball State -1"
"401309568","Eastern Michigan","Ball State","Bovada","1.0","Ball State -1.0"
"401308837","Miami (OH)","Akron","teamrankings","-20","Miami (OH) -20"
"401308837","Miami (OH)","Akron","consensus","-20","Miami (OH) -20"
"401308837","Miami (OH)","Akron","William Hill (New Jersey)","-20","Miami (OH) -20"
"401308837","Miami (OH)","Akron","Bovada","-20.0","Miami (OH) -20.0"
"401287921","Kansas","Texas Tech","teamrankings","18.5","Texas Tech -18.5"
"401287921","Kansas","Texas Tech","consensus","18.5","Texas Tech -18.5"
"401287921","Kansas","Texas Tech","William Hill (New Jersey)","18.5","Texas Tech -18.5"
"401287921","Kansas","Texas Tech","Bovada","18.5","Texas Tech -18.5"
"401286296","UL Monroe","Liberty","teamrankings","32.5","Liberty -32.5"
"401286296","UL Monroe","Liberty","consensus","32.5","Liberty -32.5"
"401286296","UL Monroe","Liberty","William Hill (New Jersey)","32.5","Liberty -32.5"
"401286296","UL Monroe","Liberty","Bovada","33.0","Liberty -33.0"
"401282113","Ole Miss","LSU","teamrankings","-9","Ole Miss -9"
"401282113","Ole Miss","LSU","consensus","-9","Ole Miss -9"
"401282113","Ole Miss","LSU","William Hill (New Jersey)","-9","Ole Miss -9"
"401282113","Ole Miss","LSU","Bovada","-9.0","Ole Miss -9.0"
"401282236","Florida International","Western Kentucky","teamrankings","16.5","Western Kentucky -16.5"
"401282236","Florida International","Western Kentucky","consensus","16.5","Western Kentucky -16.5"
"401282236","Florida International","Western Kentucky","William Hill (New Jersey)","16.5","Western Kentucky -16.5"
"401282236","Florida International","Western Kentucky","Bovada","16.0","Western Kentucky -16.0"
"401282709","Notre Dame","USC","teamrankings","-8","Notre Dame -8"
"401282709","Notre Dame","USC","consensus","-7.5","Notre Dame -7.5"
"401282709","Notre Dame","USC","William Hill (New Jersey)","-7.5","Notre Dame -7.5"
"401282709","Notre Dame","USC","Bovada","-7.5","Notre Dame -7.5"
"401282662","Army","Wake Forest","teamrankings","3","Wake Forest -3"
"401282662","Army","Wake Forest","consensus","3","Wake Forest -3"
"401282662","Army","Wake Forest","William Hill (New Jersey)","3","Wake Forest -3"
"401282662","Army","Wake Forest","Bovada","3.0","Wake Forest -3.0"
"401282114","Texas A&M","South Carolina","teamrankings","-19","Texas A&M -19"
"401282114","Texas A&M","South Carolina","consensus","-19.5","Texas A&M -19.5"
"401282114","Texas A&M","South Carolina","William Hill (New Jersey)","-19.5","Texas A&M -19.5"
"401282114","Texas A&M","South Carolina","Bovada","-19.5","Texas A&M -19.5"
"401282665","Miami","NC State","teamrankings","3.5","NC State -3.5"
"401282665","Miami","NC State","consensus","3.5","NC State -3.5"
"401282665","Miami","NC State","William Hill (New Jersey)","3.5","NC State -3.5"
"401282665","Miami","NC State","Bovada","3.5","NC State -3.5"
"401282666","Pittsburgh","Clemson","consensus","-3.5","Pittsburgh -3.5"
"401282666","Pittsburgh","Clemson","William Hill (New Jersey)","-3.5","Pittsburgh -3.5"
"401282666","Pittsburgh","Clemson","teamrankings","-3.5","Pittsburgh -3.5"
"401282666","Pittsburgh","Clemson","Bovada","-3.5","Pittsburgh -3.5"
"401282237","Louisiana Tech","UTSA","teamrankings","5.5","UTSA -5.5"
"401282237","Louisiana Tech","UTSA","consensus","5.5","UTSA -5.5"
"401282237","Louisiana Tech","UTSA","William Hill (New Jersey)","5.5","UTSA -5.5"
"401282237","Louisiana Tech","UTSA","Bovada","6.0","UTSA -6.0"
"401282821","Purdue","Wisconsin","teamrankings","3.5","Wisconsin -3.5"
"401282821","Purdue","Wisconsin","consensus","3.5","Wisconsin -3.5"
"401282821","Purdue","Wisconsin","William Hill (New Jersey)","3.5","Wisconsin -3.5"
"401282821","Purdue","Wisconsin","Bovada","3.5","Wisconsin -3.5"
"401282112","Arkansas","Arkansas-Pine Bluff","consensus","-50.5","Arkansas -50.5"
"401282112","Arkansas","Arkansas-Pine Bluff","William Hill (New Jersey)","-50.5","Arkansas -50.5"
"401282663","Florida State","Massachusetts","teamrankings","-35","Florida State -35"
"401282663","Florida State","Massachusetts","consensus","-35.5","Florida State -35.5"
"401282663","Florida State","Massachusetts","William Hill (New Jersey)","-35","Florida State -35"
"401282663","Florida State","Massachusetts","Bovada","-35.5","Florida State -35.5"
"401282668","Virginia Tech","Syracuse","teamrankings","-3.5","Virginia Tech -3.5"
"401282668","Virginia Tech","Syracuse","consensus","-3.5","Virginia Tech -3.5"
"401282668","Virginia Tech","Syracuse","William Hill (New Jersey)","-3.5","Virginia Tech -3.5"
"401282668","Virginia Tech","Syracuse","Bovada","-3.5","Virginia Tech -3.5"
"401282238","UAB","Rice","teamrankings","-23.5","UAB -23.5"
"401282238","UAB","Rice","consensus","-23.5","UAB -23.5"
"401282238","UAB","Rice","William Hill (New Jersey)","-24","UAB -24"
"401282238","UAB","Rice","Bovada","-24.0","UAB -24.0"
"401282767","Minnesota","Maryland","teamrankings","-4","Minnesota -4"
"401282767","Minnesota","Maryland","consensus","-4","Minnesota -4"
"401282767","Minnesota","Maryland","William Hill (New Jersey)","-4","Minnesota -4"
"401282767","Minnesota","Maryland","Bovada","-4.0","Minnesota -4.0"
"401310699","San Diego State","New Mexico State","teamrankings","-31","San Diego State -31"
"401310699","San Diego State","New Mexico State","numberfire","-31.5","San Diego State -31.5"
"401310699","San Diego State","New Mexico State","consensus","-31","San Diego State -31"
"401310699","San Diego State","New Mexico State","William Hill (New Jersey)","-31.5","San Diego State -31.5"
"401310699","San Diego State","New Mexico State","Bovada","-31.0","San Diego State -31.0"
"401309840","Washington State","Utah State","teamrankings","-17.5","Washington State -17.5"
"401309840","Washington State","Utah State","numberfire","-17.5","Washington State -17.5"
"401309840","Washington State","Utah State","consensus","-17","Washington State -17"
"401309840","Washington State","Utah State","William Hill (New Jersey)","-17","Washington State -17"
"401309840","Washington State","Utah State","Bovada","-17.5","Washington State -17.5"
"401282235","Charlotte","Florida Atlantic","teamrankings","6.5","Florida Atlantic -6.5"
"401282235","Charlotte","Florida Atlantic","consensus","6.5","Florida Atlantic -6.5"
"401282235","Charlotte","Florida Atlantic","William Hill (New Jersey)","6.5","Florida Atlantic -6.5"
"401282235","Charlotte","Florida Atlantic","Bovada","6.5","Florida Atlantic -6.5"
"401282239","UConn","Middle Tennessee","teamrankings","14","Middle Tennessee -14"
"401282239","UConn","Middle Tennessee","consensus","14","Middle Tennessee -14"
"401282239","UConn","Middle Tennessee","William Hill (New Jersey)","14","Middle Tennessee -14"
"401282239","UConn","Middle Tennessee","Bovada","14.0","Middle Tennessee -14.0"
"401301026","UCF","Memphis","teamrankings","-1.5","UCF -1.5"
"401301026","UCF","Memphis","consensus","-1","UCF -1"
"401301026","UCF","Memphis","William Hill (New Jersey)","-1.5","UCF -1.5"
"401301026","UCF","Memphis","Bovada","1.5","Memphis -1.5"
"401282186","Virginia Tech","Middle Tennessee","teamrankings","-20","Virginia Tech -20"
"401282186","Virginia Tech","Middle Tennessee","numberfire","-19.5","Virginia Tech -19.5"
"401282186","Virginia Tech","Middle Tennessee","consensus","-20","Virginia Tech -20"
"401282186","Virginia Tech","Middle Tennessee","William Hill (New Jersey)","-20","Virginia Tech -20"
"401282186","Virginia Tech","Middle Tennessee","Bovada","-20.0","Virginia Tech -20.0"
"401282193","Army","Western Kentucky","teamrankings","-6","Army -6"
"401282193","Army","Western Kentucky","numberfire","-6.5","Army -6.5"
"401282193","Army","Western Kentucky","consensus","-6","Army -6"
"401282193","Army","Western Kentucky","William Hill (New Jersey)","-6","Army -6"
"401282193","Army","Western Kentucky","Bovada","-6.0","Army -6.0"
"401282183","Florida Atlantic","Georgia Southern","teamrankings","-6.5","Florida Atlantic -6.5"
"401282183","Florida Atlantic","Georgia Southern","numberfire","-6.5","Florida Atlantic -6.5"
"401282183","Florida Atlantic","Georgia Southern","consensus","-7","Florida Atlantic -7"
"401282183","Florida Atlantic","Georgia Southern","William Hill (New Jersey)","-7","Florida Atlantic -7"
"401282183","Florida Atlantic","Georgia Southern","Bovada","-7.0","Florida Atlantic -7.0"
"401282192","UTSA","Lamar","consensus","-38","UTSA -38"
"401282192","UTSA","Lamar","William Hill (New Jersey)","-40","UTSA -40"
"401282192","UTSA","Lamar","Bovada","-38.0","UTSA -38.0"
"401282185","Marshall","North Carolina Central","consensus","-42.5","Marshall -42.5"
"401282185","Marshall","North Carolina Central","William Hill (New Jersey)","-43","Marshall -43"
"401282185","Marshall","North Carolina Central","Bovada","-43.5","Marshall -43.5"
"401282189","Rice","Houston","teamrankings","7.5","Houston -7.5"
"401282189","Rice","Houston","numberfire","7.5","Houston -7.5"
"401282189","Rice","Houston","consensus","7.5","Houston -7.5"
"401282189","Rice","Houston","William Hill (New Jersey)","7.5","Houston -7.5"
"401282189","Rice","Houston","Bovada","8.0","Houston -8.0"
"401282184","Louisiana Tech","SE Louisiana","consensus","-11.5","Louisiana Tech -11.5"
"401282184","Louisiana Tech","SE Louisiana","William Hill (New Jersey)","-11.5","Louisiana Tech -11.5"
"401282184","Louisiana Tech","SE Louisiana","Bovada","-11.5","Louisiana Tech -11.5"
"401282187","SMU","North Texas","teamrankings","-22.5","SMU -22.5"
"401282187","SMU","North Texas","numberfire","-22.5","SMU -22.5"
"401282187","SMU","North Texas","consensus","-22.5","SMU -22.5"
"401282187","SMU","North Texas","William Hill (New Jersey)","-22.5","SMU -22.5"
"401282187","SMU","North Texas","Bovada","-22.5","SMU -22.5"
"401282188","Old Dominion","Hampton","consensus","-21.5","Old Dominion -21.5"
"401282188","Old Dominion","Hampton","William Hill (New Jersey)","-21.5","Old Dominion -21.5"
"401282188","Old Dominion","Hampton","Bovada","-20.5","Old Dominion -20.5"
"401282190","Southern Miss","Grambling","consensus","-23","Southern Miss -23"
"401282190","Southern Miss","Grambling","William Hill (New Jersey)","-23","Southern Miss -23"
"401282190","Southern Miss","Grambling","Bovada","-23.5","Southern Miss -23.5"
"401301021","Navy","SMU","teamrankings","13.5","SMU -13.5"
"401301021","Navy","SMU","consensus","13.5","SMU -13.5"
"401301021","Navy","SMU","William Hill (New Jersey)","13.5","SMU -13.5"
"401301021","Navy","SMU","Bovada","13.5","SMU -13.5"
"401310716","San Diego State","New Mexico","teamrankings","-19.5","San Diego State -19.5"
"401310716","San Diego State","New Mexico","consensus","-19.5","San Diego State -19.5"
"401310716","San Diego State","New Mexico","William Hill (New Jersey)","-19.5","San Diego State -19.5"
