Id,home_market,away_market,LineProvider,Spread,FormattedSpread
401520155,Illinois,Toledo,consensus,-10,Illinois -10
401520155,Illinois,Toledo,William Hill (New Jersey),-7,Illinois -7
401525513,Boston College,Virginia,DraftKings,-3.5,Boston College -3.5
401525513,Boston College,Virginia,Bovada,-3,Boston College -3.0
401525513,Boston College,Virginia,William Hill (New Jersey),-5,Boston College -5
401523995,UCLA,Coastal Carolina,Bovada,-15.5,UCLA -15.5
401523995,UCLA,Coastal Carolina,DraftKings,-14.5,UCLA -14.5
401523995,UCLA,Coastal Carolina,teamrankings,-16,UCLA -16
401523995,UCLA,Coastal Carolina,William Hill (New Jersey),-15.5,UCLA -15.5
401532573,San José State,Oregon State,Bovada,14,Oregon State -14.0
401532573,San José State,Oregon State,DraftKings,16.5,Oregon State -16.5
401532573,San José State,Oregon State,teamrankings,16.5,Oregon State -16.5
401532573,San José State,Oregon State,William Hill (New Jersey),14,Oregon State -14
401524022,California,Arizona State,DraftKings,-12.5,California -12.5
401524022,California,Arizona State,Bovada,-11.5,California -11.5
401524022,California,Arizona State,William Hill (New Jersey),-13,California -13
401520171,Rutgers,Northwestern,Bovada,-5,Rutgers -5.0
401520171,Rutgers,Northwestern,DraftKings,-6.5,Rutgers -6.5
401520171,Rutgers,Northwestern,teamrankings,-7,Rutgers -7
401520171,Rutgers,Northwestern,consensus,-7,Rutgers -7
401520171,Rutgers,Northwestern,Caesars Sportsbook (Colorado),-5,Rutgers -5
401520191,Georgia,Ball State,Bovada,-42,Georgia -42.0
401520191,Georgia,Ball State,DraftKings,-42,Georgia -42
401520191,Georgia,Ball State,William Hill (New Jersey),-42,Georgia -42
401532589,Air Force,San Diego State,DraftKings,-10.5,Air Force -10.5
401532589,Air Force,San Diego State,Bovada,-11,Air Force -11.0
401532589,Air Force,San Diego State,William Hill (New Jersey),-10.5,Air Force -10.5
401524004,Washington,Tulsa,Bovada,-34,Washington -34.0
401524004,Washington,Tulsa,DraftKings,-33,Washington -33
401524004,Washington,Tulsa,William Hill (New Jersey),-34,Washington -34
401525436,NC State,Notre Dame,DraftKings,7,Notre Dame -7
401525436,NC State,Notre Dame,Bovada,7,Notre Dame -7.0
401525436,NC State,Notre Dame,William Hill (New Jersey),7,Notre Dame -7
401523999,Baylor,Utah,DraftKings,7,Utah -7
401523999,Baylor,Utah,Bovada,7,Utah -7.0
401523999,Baylor,Utah,William Hill (New Jersey),7,Utah -7
401525829,Kansas State,Troy,Bovada,-15,Kansas State -15.0
401525829,Kansas State,Troy,DraftKings,-14.5,Kansas State -14.5
401525829,Kansas State,Troy,William Hill (New Jersey),-15,Kansas State -15
401525520,North Carolina,Syracuse,Bovada,-9,North Carolina -9.0
401525520,North Carolina,Syracuse,DraftKings,-9.5,North Carolina -9.5
401525520,North Carolina,Syracuse,William Hill (New Jersey),-9.5,North Carolina -9.5
401525519,Miami,Georgia Tech,Bovada,-19,Miami -19.0
401525519,Miami,Georgia Tech,DraftKings,-19.5,Miami -19.5
401525519,Miami,Georgia Tech,William Hill (New Jersey),-19,Miami -19
401525495,North Carolina,App State,Bovada,-19.5,North Carolina -19.5
401525495,North Carolina,App State,DraftKings,-19.5,North Carolina -19.5
401525495,North Carolina,App State,William Hill (New Jersey),-18,North Carolina -18
401520214,Tulane,Ole Miss,Bovada,13,Ole Miss -13.0
401520214,Tulane,Ole Miss,DraftKings,8.5,Ole Miss -8.5
401520214,Tulane,Ole Miss,William Hill (New Jersey),8,Ole Miss -8
401525521,NC State,Marshall,Bovada,-6.5,NC State -6.5
401525521,NC State,Marshall,DraftKings,-6.5,NC State -6.5
401525521,NC State,Marshall,William Hill (New Jersey),-6.5,NC State -6.5
401520188,Colorado,Nebraska,DraftKings,-3,Colorado -3
401520188,Colorado,Nebraska,Bovada,-3,Colorado -3.0
401520188,Colorado,Nebraska,William Hill (New Jersey),-2.5,Colorado -2.5
401520196,Kentucky,Eastern Kentucky,DraftKings,-35.5,Kentucky -35.5
401520196,Kentucky,Eastern Kentucky,William Hill (New Jersey),-35,Kentucky -35
401525828,BYU,Southern Utah,DraftKings,-31,BYU -31
401525828,BYU,Southern Utah,William Hill (New Jersey),-30.5,BYU -30.5
401531389,Temple,UTSA,Bovada,14,UTSA -14.0
401531389,Temple,UTSA,DraftKings,14,UTSA -14
401531389,Temple,UTSA,William Hill (New Jersey),14,UTSA -14
401531432,Navy,Wagner,DraftKings,-42,Navy -42
401531432,Navy,Wagner,William Hill (New Jersey),-43.5,Navy -43.5
401532397,Northern Illinois,Southern Illinois,DraftKings,-7,Northern Illinois -7
401532397,Northern Illinois,Southern Illinois,William Hill (New Jersey),-6.5,Northern Illinois -6.5
401531844,South Alabama,SE Louisiana,William Hill (New Jersey),-24,South Alabama -24
401531884,Louisiana,Texas State,Bovada,-1,Louisiana -1.0
401531884,Louisiana,Texas State,DraftKings,-2.5,Louisiana -2.5
401531884,Louisiana,Texas State,William Hill (New Jersey),-1,Louisiana -1
401520189,Florida International,North Texas,Bovada,10.5,North Texas -10.5
401520189,Florida International,North Texas,DraftKings,11,North Texas -11
401520189,Florida International,North Texas,William Hill (New Jersey),10.5,North Texas -10.5
401520192,Georgia State,UConn,Bovada,-3,Georgia State -3.0
401520192,Georgia State,UConn,DraftKings,-3,Georgia State -3
401520192,Georgia State,UConn,William Hill (New Jersey),-3,Georgia State -3
401525860,Kansas,UCF,Bovada,2,UCF -2.0
401525860,Kansas,UCF,DraftKings,1.5,UCF -1.5
401525860,Kansas,UCF,William Hill (New Jersey),2,UCF -2
401525502,NC State,VMI,William Hill (New Jersey),-42.5,NC State -42.5
401531388,Temple,Norfolk State,William Hill (New Jersey),-30.5,Temple -30.5
401532402,Ball State,Indiana State,William Hill (New Jersey),-26,Ball State -26
401524006,California,Idaho,William Hill (New Jersey),-14.5,California -14.5
401525836,Houston,TCU,Bovada,7,TCU -7.0
401525836,Houston,TCU,William Hill (New Jersey),7.5,TCU -7.5
401531340,Florida Atlantic,Tulsa,DraftKings,-3,Florida Atlantic -3
401531340,Florida Atlantic,Tulsa,Bovada,-2.5,Florida Atlantic -2.5
401531340,Florida Atlantic,Tulsa,William Hill (New Jersey),-3,Florida Atlantic -3
401524005,Arizona State,Fresno State,Bovada,3.5,Fresno State -3.5
401524005,Arizona State,Fresno State,William Hill (New Jersey),4,Fresno State -4
401531885,UL Monroe,South Alabama,DraftKings,10,South Alabama -10
401531885,UL Monroe,South Alabama,Bovada,11,South Alabama -11.0
401531885,UL Monroe,South Alabama,William Hill (New Jersey),11,South Alabama -11
401525837,Nevada,Kansas,Bovada,28.5,Kansas -28.5
401525837,Nevada,Kansas,William Hill (New Jersey),28.5,Kansas -28.5
401531849,Coastal Carolina,Georgia State,Bovada,-6.5,Coastal Carolina -6.5
401531849,Coastal Carolina,Georgia State,DraftKings,-6.5,Coastal Carolina -6.5
401531849,Coastal Carolina,Georgia State,William Hill (New Jersey),-4.5,Coastal Carolina -4.5
401525858,Baylor,Texas Tech,Bovada,2.5,Texas Tech -2.5
401525858,Baylor,Texas Tech,DraftKings,1.5,Texas Tech -1.5
401525858,Baylor,Texas Tech,William Hill (New Jersey),2.5,Texas Tech -2.5
401525844,Baylor,Texas,Bovada,17.5,Texas -17.5
401525844,Baylor,Texas,DraftKings,14.5,Texas -14.5
401525844,Baylor,Texas,William Hill (New Jersey),17.5,Texas -17.5
401525859,Iowa State,TCU,Bovada,6.5,TCU -6.5
401525859,Iowa State,TCU,DraftKings,6.5,TCU -6.5
401525859,Iowa State,TCU,William Hill (New Jersey),6.5,TCU -6.5
401525507,Clemson,Florida State,Bovada,2,Florida State -2.0
401525507,Clemson,Florida State,DraftKings,2,Florida State -2
401525507,Clemson,Florida State,William Hill (New Jersey),2,Florida State -2
401524014,Arizona State,USC,Bovada,34,USC -34.0
401524014,Arizona State,USC,DraftKings,34.5,USC -34.5
401524014,Arizona State,USC,William Hill (New Jersey),34.5,USC -34.5
401525845,Cincinnati,Oklahoma,Bovada,14,Oklahoma -14.0
401525845,Cincinnati,Oklahoma,DraftKings,14,Oklahoma -14
401525845,Cincinnati,Oklahoma,William Hill (New Jersey),13,Oklahoma -13
401520315,New Mexico State,Sam Houston,William Hill (New Jersey),-3.5,New Mexico State -3.5
401520315,New Mexico State,Sam Houston,Bovada,-4,New Mexico State -4.0
401520315,New Mexico State,Sam Houston,DraftKings,-4.5,New Mexico State -4.5
401525510,Pittsburgh,North Carolina,Bovada,7,North Carolina -7.0
401525510,Pittsburgh,North Carolina,DraftKings,7.5,North Carolina -7.5
401525510,Pittsburgh,North Carolina,William Hill (New Jersey),7,North Carolina -7
401525862,Houston,West Virginia,William Hill (New Jersey),3,West Virginia -3
401525862,Houston,West Virginia,DraftKings,2.5,West Virginia -2.5
401525862,Houston,West Virginia,Bovada,3,West Virginia -3.0
401520269,Tennessee,UTSA,Bovada,-24.5,Tennessee -24.5
401520269,Tennessee,UTSA,DraftKings,-21.5,Tennessee -21.5
401520269,Tennessee,UTSA,William Hill (New Jersey),-24,Tennessee -24
401520270,Texas A&M,Auburn,Bovada,-9,Texas A&M -9.0
401520270,Texas A&M,Auburn,DraftKings,-8.5,Texas A&M -8.5
401520270,Texas A&M,Auburn,William Hill (New Jersey),-9.5,Texas A&M -9.5
401520255,Illinois,Florida Atlantic,DraftKings,-15.5,Illinois -15.5
401520255,Illinois,Florida Atlantic,Bovada,-16.5,Illinois -16.5
401520255,Illinois,Florida Atlantic,William Hill (New Jersey),-16,Illinois -16
401531415,East Carolina,SMU,William Hill (New Jersey),11.5,SMU -11.5
401531415,East Carolina,SMU,DraftKings,11,SMU -11
401531415,East Carolina,SMU,Bovada,11.5,SMU -11.5
401540627,Wofford,Samford,William Hill (New Jersey),12.5,Samford -12.5
401525524,Florida State,Syracuse,William Hill (New Jersey),-18.5,Florida State -18.5
401525524,Florida State,Syracuse,Bovada,-19.5,Florida State -19.5
401525524,Florida State,Syracuse,DraftKings,-18.5,Florida State -18.5
401531371,Memphis,Tulane,William Hill (New Jersey),5,Tulane -5
401531371,Memphis,Tulane,DraftKings,3.5,Tulane -3.5
401531371,Memphis,Tulane,Bovada,4.5,Tulane -4.5
401524034,Washington,Oregon,William Hill (New Jersey),-3,Washington -3
401524034,Washington,Oregon,Bovada,-3.5,Washington -3.5
401524034,Washington,Oregon,DraftKings,-3,Washington -3
401525526,North Carolina,Miami,William Hill (New Jersey),-3,North Carolina -3
401525526,North Carolina,Miami,DraftKings,-2.5,North Carolina -2.5
401525526,North Carolina,Miami,Bovada,-2.5,North Carolina -2.5
401524029,Colorado,Stanford,William Hill (New Jersey),-13.5,Colorado -13.5
401524029,Colorado,Stanford,DraftKings,-11.5,Colorado -11.5
401524029,Colorado,Stanford,Bovada,-13,Colorado -13.0
401525525,Pittsburgh,Louisville,William Hill (New Jersey),7,Louisville -7
401525525,Pittsburgh,Louisville,Bovada,7,Louisville -7.0
401525525,Pittsburgh,Louisville,DraftKings,7.5,Louisville -7.5
401524033,Utah,California,William Hill (New Jersey),-9.5,Utah -9.5
401524033,Utah,California,DraftKings,-11,Utah -11
401524033,Utah,California,Bovada,-9,Utah -9.0
401525523,Duke,NC State,William Hill (New Jersey),-4,Duke -4
401525523,Duke,NC State,Bovada,-3.5,Duke -3.5
401525523,Duke,NC State,DraftKings,-3.5,Duke -3.5
401520326,Tennessee,Texas A&M,William Hill (New Jersey),-3,Tennessee -3
401520326,Tennessee,Texas A&M,Bovada,-3,Tennessee -3.0
401520326,Tennessee,Texas A&M,DraftKings,-3,Tennessee -3
401520327,Vanderbilt,Georgia,William Hill (New Jersey),32.5,Georgia -32.5
401520327,Vanderbilt,Georgia,DraftKings,32.5,Georgia -32.5
401520327,Vanderbilt,Georgia,Bovada,32.5,Georgia -32.5
401524030,Washington State,Arizona,William Hill (New Jersey),-7.5,Washington State -7.5
401524030,Washington State,Arizona,Bovada,-8,Washington State -8.0
401524030,Washington State,Arizona,DraftKings,-7.5,Washington State -7.5
401520325,South Carolina,Florida,William Hill (New Jersey),0,Florida -0
401520325,South Carolina,Florida,DraftKings,-2.5,South Carolina -2.5
401520325,South Carolina,Florida,Bovada,1,Florida -1.0
401520321,Michigan,Indiana,William Hill (New Jersey),-33,Michigan -33
401520321,Michigan,Indiana,DraftKings,-34,Michigan -34
401520321,Michigan,Indiana,Bovada,-33.5,Michigan -33.5
401520328,Wisconsin,Iowa,William Hill (New Jersey),-8.5,Wisconsin -8.5
401520328,Wisconsin,Iowa,DraftKings,-9.5,Wisconsin -9.5
401520328,Wisconsin,Iowa,Bovada,-8,Wisconsin -8.0
401520323,Purdue,Ohio State,William Hill (New Jersey),17,Ohio State -17
401520323,Purdue,Ohio State,DraftKings,18,Ohio State -18
401520323,Purdue,Ohio State,Bovada,17.5,Ohio State -17.5
401520340,Michigan State,Michigan,William Hill (New Jersey),25.5,Michigan -25.5
401520340,Michigan State,Michigan,DraftKings,24.5,Michigan -24.5
401520340,Michigan State,Michigan,Bovada,25.5,Michigan -25.5
401520343,Ohio State,Penn State,William Hill (New Jersey),-4,Ohio State -4
401520343,Ohio State,Penn State,DraftKings,-4,Ohio State -4
401520343,Ohio State,Penn State,Bovada,-4,Ohio State -4.0
401525530,Florida State,Duke,William Hill (New Jersey),-14,Florida State -14
401525530,Florida State,Duke,DraftKings,-14.5,Florida State -14.5
401525530,Florida State,Duke,Bovada,-14,Florida State -14.0
401520333,Alabama,Tennessee,William Hill (New Jersey),-8.5,Alabama -8.5
401520333,Alabama,Tennessee,DraftKings,-9.5,Alabama -9.5
401520333,Alabama,Tennessee,Bovada,-8.5,Alabama -8.5
401531407,Charlotte,Florida Atlantic,Bovada,3.5,Florida Atlantic -3.5
401531407,Charlotte,Florida Atlantic,DraftKings,4,Florida Atlantic -4
401531407,Charlotte,Florida Atlantic,William Hill (New Jersey),3.5,Florida Atlantic -3.5
401520335,Auburn,Ole Miss,Bovada,6.5,Ole Miss -6.5
401520335,Auburn,Ole Miss,DraftKings,6.5,Ole Miss -6.5
401520335,Auburn,Ole Miss,William Hill (New Jersey),6.5,Ole Miss -6.5
401524037,USC,Utah,DraftKings,-6.5,USC -6.5
401524037,USC,Utah,Bovada,-7,USC -7.0
401524037,USC,Utah,William Hill (New Jersey),-7.5,USC -7.5
401520339,LSU,Army,Bovada,-33,LSU -33.0
401520339,LSU,Army,DraftKings,-33,LSU -33
401520339,LSU,Army,William Hill (New Jersey),-33,LSU -33
401520360,Wisconsin,Ohio State,Bovada,14.5,Ohio State -14.5
401520360,Wisconsin,Ohio State,DraftKings,14.5,Ohio State -14.5
401520360,Wisconsin,Ohio State,William Hill (New Jersey),14.5,Ohio State -14.5
401520334,Arkansas,Mississippi State,William Hill (New Jersey),-7,Arkansas -7
401520334,Arkansas,Mississippi State,Bovada,-7,Arkansas -7.0
401520334,Arkansas,Mississippi State,DraftKings,-6.5,Arkansas -6.5
401520336,Illinois,Wisconsin,William Hill (New Jersey),3,Wisconsin -3
401520336,Illinois,Wisconsin,Bovada,3,Wisconsin -3.0
401520336,Illinois,Wisconsin,DraftKings,3,Wisconsin -3
401525532,Wake Forest,Pittsburgh,DraftKings,-1,Wake Forest -1
401525532,Wake Forest,Pittsburgh,Bovada,3,Pittsburgh -3.0
401525532,Wake Forest,Pittsburgh,William Hill (New Jersey),3,Pittsburgh -3
401524043,UCLA,Colorado,DraftKings,-17,UCLA -17
401524043,UCLA,Colorado,Bovada,-14,UCLA -14.0
401524043,UCLA,Colorado,William Hill (New Jersey),-14,UCLA -14
401525872,West Virginia,Oklahoma State,DraftKings,-3,West Virginia -3
401525872,West Virginia,Oklahoma State,Bovada,-3,West Virginia -3.0
401525872,West Virginia,Oklahoma State,William Hill (New Jersey),-3,West Virginia -3
401532430,Kent State,Buffalo,Bovada,6.5,Buffalo -6.5
401532430,Kent State,Buffalo,DraftKings,7,Buffalo -7
401532430,Kent State,Buffalo,William Hill (New Jersey),6.5,Buffalo -6.5
401531397,Florida Atlantic,UTSA,Bovada,2.5,UTSA -2.5
401531397,Florida Atlantic,UTSA,DraftKings,2.5,UTSA -2.5
401531397,Florida Atlantic,UTSA,William Hill (New Jersey),2.5,UTSA -2.5
401524041,California,USC,William Hill (New Jersey),10,USC -10
401524041,California,USC,DraftKings,10.5,USC -10.5
401524041,California,USC,Bovada,10.5,USC -10.5
401532600,New Mexico,Hawai'i,Bovada,1.5,Hawai'i -1.5
401532600,New Mexico,Hawai'i,DraftKings,2.5,Hawai'i -2.5
401532600,New Mexico,Hawai'i,William Hill (New Jersey),1.5,Hawai'i -1.5
401525867,BYU,Texas Tech,Bovada,3,Texas Tech -3.0
401525867,BYU,Texas Tech,DraftKings,3,Texas Tech -3
401525867,BYU,Texas Tech,William Hill (New Jersey),3,Texas Tech -3
401525870,Kansas State,TCU,Bovada,-5.5,Kansas State -5.5
401525870,Kansas State,TCU,DraftKings,-6,Kansas State -6
401525870,Kansas State,TCU,William Hill (New Jersey),-5.5,Kansas State -5.5
401531900,James Madison,Old Dominion,DraftKings,-20.5,James Madison -20.5
401531900,James Madison,Old Dominion,Bovada,-19.5,James Madison -19.5
401531900,James Madison,Old Dominion,William Hill (New Jersey),-19.5,James Madison -19.5
401525875,Kansas State,Houston,DraftKings,-17.5,Kansas State -17.5
401525875,Kansas State,Houston,Bovada,-18.5,Kansas State -18.5
401525875,Kansas State,Houston,William Hill (New Jersey),-17.5,Kansas State -17.5
401525878,UCF,West Virginia,DraftKings,-7,UCF -7
401525878,UCF,West Virginia,Bovada,-6.5,UCF -6.5
401525878,UCF,West Virginia,William Hill (New Jersey),-6.5,UCF -6.5
401532599,UNLV,Colorado State,Bovada,-6.5,UNLV -6.5
401532599,UNLV,Colorado State,DraftKings,-7,UNLV -7
401532599,UNLV,Colorado State,William Hill (New Jersey),-6.5,UNLV -6.5
401531342,SMU,Tulsa,DraftKings,-20.5,SMU -20.5
401531342,SMU,Tulsa,Bovada,-20.5,SMU -20.5
401531342,SMU,Tulsa,William Hill (New Jersey),-20.5,SMU -20.5
401532602,San José State,Utah State,Bovada,-4,San José State -4.0
401532602,San José State,Utah State,DraftKings,-4,San José State -4
401532602,San José State,Utah State,William Hill (New Jersey),-4,San José State -4
401525529,Miami,Clemson,William Hill (New Jersey),6,Clemson -6
401525529,Miami,Clemson,Bovada,6.5,Clemson -6.5
401525529,Miami,Clemson,DraftKings,3,Clemson -3
401525534,NC State,Clemson,Bovada,10,Clemson -10.0
401525534,NC State,Clemson,DraftKings,10,Clemson -10
401525534,NC State,Clemson,William Hill (New Jersey),9.5,Clemson -9.5
401532601,San Diego State,Nevada,DraftKings,-11.5,San Diego State -11.5
401532601,San Diego State,Nevada,Bovada,-11,San Diego State -11.0
401532601,San Diego State,Nevada,William Hill (New Jersey),-11,San Diego State -11
401520345,Louisiana Tech,New Mexico State,DraftKings,-3,Louisiana Tech -3
401520345,Louisiana Tech,New Mexico State,Bovada,-3,Louisiana Tech -3.0
401520345,Louisiana Tech,New Mexico State,William Hill (New Jersey),-3,Louisiana Tech -3
401520346,Western Kentucky,Liberty,DraftKings,4,Liberty -4
401520346,Western Kentucky,Liberty,Bovada,4,Liberty -4.0
401520346,Western Kentucky,Liberty,William Hill (New Jersey),4,Liberty -4
401531430,North Texas,Memphis,DraftKings,7.5,Memphis -7.5
401531430,North Texas,Memphis,Bovada,6.5,Memphis -6.5
401531430,North Texas,Memphis,William Hill (New Jersey),6.5,Memphis -6.5
401520347,Florida International,Jacksonville State,Bovada,9.5,Jacksonville State -9.5
401520347,Florida International,Jacksonville State,DraftKings,8,Jacksonville State -8
401520347,Florida International,Jacksonville State,William Hill (New Jersey),9,Jacksonville State -9
401520348,Sam Houston,UTEP,DraftKings,-3,Sam Houston -3
401520348,Sam Houston,UTEP,Bovada,-4,Sam Houston -4.0
401520348,Sam Houston,UTEP,William Hill (New Jersey),-4,Sam Houston -4
401520354,Minnesota,Michigan State,Bovada,-6.5,Minnesota -6.5
401520354,Minnesota,Michigan State,DraftKings,-7,Minnesota -7
401520354,Minnesota,Michigan State,William Hill (New Jersey),-6.5,Minnesota -6.5
401525533,Virginia Tech,Syracuse,DraftKings,-2.5,Virginia Tech -2.5
401525533,Virginia Tech,Syracuse,Bovada,-2.5,Virginia Tech -2.5
401525533,Virginia Tech,Syracuse,William Hill (New Jersey),-2.5,Virginia Tech -2.5
401531929,Georgia Southern,Georgia State,DraftKings,-1.5,Georgia Southern -1.5
401531929,Georgia Southern,Georgia State,Bovada,1,Georgia State -1.0
401531929,Georgia Southern,Georgia State,William Hill (New Jersey),0,Georgia State -0
